,user,date,comment
10,vina,15 Mar 2011 13:32 ,"But systemically - it seems that schools function as relief centres, teachers are trained to be relief workers and there are lots of civil defense drills, etc. i fear that this level of discipline is simply not possible in indiaOh yeah. I can imagine the circus in India. We will have Boorkha Didi going into paroxysms of hysteria (did you watch the performance during the Mumbai attacks), each TV channel trying to outdo the other in emotional breast beating and mass hysteria and pure wailing , with none of them making any sense whatsoever, some ""experts"" who cant find their a*sses with their hands giving out Maha Goli  and DDM nut cases going absolutely over the top.Oh, finally, our great politicos like the ""Humble Farmer"" and Dr Artiste and others  of their ik , all the way from Kanyakumari to Kashmir would get a severe case of browning their dhotis and shalwars  and will be shell shocked and huddling under multiple layers of protection and shivering in their browned dhotis."
11,Sanku,15 Mar 2011 13:39 ,"I am glad we brown our dhoti's when there is time. Much better than redding our shirts in order to keep the ""face""Sorry boys; the situation is bad, was clear from first moment that the situation is bad. Indian and other media which did not have a vested interest in underplaying the matter reported it as it is, as opposed to deliberate and I am going to claim, very dangerous underplaying by the Japanese and allied media."
12,Sanku,15 Mar 2011 13:47 ,"http://www.indianexpress.com/news/japan ... th/762699/Japanese fear govt hiding truth“We had no time to be tested for radioactive exposure. I still haven't been tested. I worry about leaks. It's invisible so you can't tell.“I used to believe the nuclear power officials, but not now. I think they are not being open with us. They aren't telling us anything,'' said Tachiya. And on and on....."
13,Sanku,15 Mar 2011 13:52 ,"Lalmohan wrote:if the containment vessel is damaged, that is indeed bad news... It is.however most experts so far are saying that we are a long way from catastrophe.Most experts have been horribly behind the curve here, I fear deliberately. A full understanding of cost/benefit by the laity will end up with many of them without there ""rozi-roti"". There is a obvious conflict of interest here.I will wager a bet, a full meltdown is now a matter of WHEN and not if. I expect more bad news within a day."
14,Abhijeet,15 Mar 2011 13:58 ,"On a trip to Japan a few years back, quite a lot of temples and monuments we saw seemed to have been rebuilt after being destroyed through a fire, earthquake or something similar. The buildings looked old, but reading the plaque confirmed that they had been rebuilt in the 1800s or 1900s to look identical to a much older design. The Japanese may have a cultural memory of rebuilding after catastrophe.On a separate note, the Japanese must surely be among the most polite people on Earth, at least to visitors.High respect for people who can build an advanced civilization in such a difficult part of the world."
15,Gaurav_S,15 Mar 2011 14:14 ,"Thanks for the thread, but IMO Indian nuclear plants have more chances of being terror target then natural calamity like earthquake.If there is nuke disaster in India due to earthquake or so GoI can atleast blame on nature saying ""we did everything to avoid but its nature you no..""."
16,svinayak,15 Mar 2011 14:21 ,"Sanku wrote: Japanese fear govt hiding truth “We had no time to be tested for radioactive exposure. I still haven't been tested. I worry about leaks. It's invisible so you can't tell.“I used to believe the nuclear power officials, but not now. I think they are not being open with us. They aren't telling us anything,'' said Tachiya.  And on and on.....Looks like Japan govt under pressure to give concession to US govt before it gets some nuke help."
17,Sanku,15 Mar 2011 14:23 ,"Gaurav_S wrote:Thanks for the thread, but IMO Indian nuclear plants have more chances of being terror target then natural calamity like earthquake.If there is nuke disaster in India due to earthquake or so GoI can atleast blame on nature saying ""we did everything to avoid but its nature you no.."".India has already done a better job in a equally serious, if not worse situation at Kalpakkam.Thank you."
18,Sanku,15 Mar 2011 14:25 ,"Acharya wrote:Looks like Japan govt under pressure to give concession to US govt before it gets some nuke help.Either that, or they worry that their efforts to sell these beasts will suffer due to exposure of the innate risks associated with their tech.You can see the apologists spinning away already."
19,Klaus,15 Mar 2011 15:52 ,"Has there been any offer from the French with regard to salvaging the issue at the reactor? Surely, the French could provide a fresh and independent perspective and bail out the brave Japanese at their time of need. It is better than seeing this sickening display of servitude demanded by the Americans who are just salivating for the moment when the Japanese are going to bend over backwards. Indeed, local institutions may be doing a good thing by keeping the real facts suppressed as the population already has a first hand civilizational memory of nuclear fall-out. Perhaps they feel rightly that the general populace might go over the edge if the entire truth is revealed. JMHO."
20,sanjaykumar,15 Mar 2011 17:04 ,"On a trip to Japan a few years back, quite a lot of temples and monuments we saw seemed to have been rebuilt after being destroyed through a fire, earthquake or something similar. The buildings looked old, but reading the plaque confirmed that they had been rebuilt in the 1800s or 1900s to look identical to a much older design.The venerated structures such as temples are rebuilt every twenty years to the original specifications (made of wood)."
21,Lalmohan,15 Mar 2011 19:30 ,"if you look at the photos, amongst the first things to have been achieved is to clear the roads of debris.  it is striking that in the midst of so much devastation, the access routes have been immediately cleared"
22,Murugan,15 Mar 2011 19:44 ,"2001 kutch earthquake - the reaction time was only 10 minutes.On 11th minutes, the Indian Army was packing gears for rescue and relief. 20th Minutes helicopters were air-borne. IA guys at jamnagar were asked to march to kutch by 10:30 am on 26th Januaryby 3rd day, all rotting dead bodies were cremated by Army and RSS together!   that too after taking permission from the concerned authorities and relatives.  Debris on main roads were removed within 2 days and admin was functioning from 30th January from makeshift tents.  IA's extendable hospitals were available at all affected towns and near many villages.  Within 5 years they built a new city called new Bhuj.Thankless DDM never cared to publish this in media.   Many people of rest of india had not bothered to know.Non-government agencies and religious orgs started sending relief material from 26th evening onwards.  the inflow of relief material was so vast that at one point govt had to appeal not to send anything more.  doctors from as far as mumbai provided free services for 2-3 months non-stop.  by 15th of February all partially damaged structures were brought down to avoid further damage to intact structures/buildings/schools etc because of aftershocks."
23,Lalmohan,15 Mar 2011 20:08 ,"murugan-ji, indian armed forces have shown they are very capable of immediate response and C3 required to manage disasters.  civil authorities are much further behind, and civic sense amongst mangos is zero...i've been in ahmedabad during a small earthquake and had to literally slap grown men to stop them from panicking and messing up what was otherwise an orderly evacuation from a building"
24,Murugan,15 Mar 2011 20:17 ,"LM-ji very true. IA have always showed their human face in such dire situations while other govt agencies faltered on all counts, especially in the initial phase of response when it matters most."
25,shiv,15 Mar 2011 20:22 ,"I have a question. reports say that the Boron control rods to stop the reactor were inserted as soon as the earthquake occurred, but even after this there is a lot of residual heat which needs to be cooled.Is this residual heat merely the high temps that were achieved initially and stored heat or is there a residual reaction that gives off heat that continues for a while after the boron rods are inserted? I am surprised at the amount of water needed for cooling even after the reactor is ""shut down""Clearly the Hydrogen explosion and Cesium detected means that the Zircalloy tubes have been breached by temperatures going above 1200 deg C. And this AFTER the Boron rods were inserted  What gives? I understand that nobody knows yet - but can anyone throw some gyan?"
26,Lalmohan,15 Mar 2011 20:31 ,"shivji, please to read the tech analysis cited in the indo-japan threadall is explained"
27,Anujan,15 Mar 2011 20:32 ,"Basically control rods are neutron absorbers. So they stop fission in Uranium (which requires a neutron capture to fission). However, radioactive byproducs in the fuel can fission spontaneously (without the need for neutrons). This radioactive decay is what generates heat (3%-6% of peak heat). So the core has to be cooled till the byproducts decay and disappear. This can take a few days and requires water circulation."
28,Suppiah,15 Mar 2011 20:46 ,Does that mean over a period of few days the problem will sort itself out naturally provided the vessel and outer containment holds until then and they manage to keep some cooling partly if not wholly with seawater?
29,Amber G.,15 Mar 2011 20:49 ,"^^^ Shivji - I have a few posts (in other threads) which may answer your questions.The 'residual heat' is wrong term, it is decay heat.. even if fission stops completely there is  some heat generated by radioactive fission products. (14 Mev vs 200 mev per fission in the beginning ) for the particular reactor  the heat produced will be about 0.2% (of the full power heat - which is still quite large) even after a week. (I have posted this before)('spontaneousness fission' for that kind of fuel is completely negligible.)"
30,shiv,15 Mar 2011 20:58 ,OK. Question answered! Thanks for the pointers and replies folks  
31,vina,15 Mar 2011 21:04 ,"Suppiah wrote:Does that mean over a period of few days the problem will sort itself out naturally provided the vessel and outer containment holds until then and they manage to keep some cooling partly if not wholly with seawater?It is physically impossible to contain that kind of heat without cooling. Take for instance a 1000 MW Thermal reactor which has been working for more than 100hrs. At a emergency shutdown, the residual heat output will be in the order of 6 to 7% (per articles I see) , and that is a WHOPPING 70MW of HEAT. Now , that amount of heat, no structure can contain for too long without active cooling and it needs massive amount if it. The good thing is that that decay heat drops off exponentially and will be less than 1% or so by the end of 3 days and and keeps dropping faster and faster and it can be stored in a pool like most spent rods are kept without requiring massive amounts of cooling.That is the reason why if you look at the AHWR Thorium reactor design, there is no need for a pump, the heat removal and cooling is purely by convection alone, and there is large water tank on top of the reactor with boron in the water , so that the reactor core can be doused in water and is designed to be fine for 3 days without any intervention in the event of an emergency shutdown.The problem is that Fukushima reactors are 40+ year old Gen 1 designs that had severe problems that came to the fore only when Three Mile and Chernobyl kind of things happened. As always, in engineering, you learn from experiences. A kid can learn how to build a bridge in a Civil engg course and do fine. But that course itself is the result of couple of hundred years of learning by trial and error and serious accidents and failures and refinement that came from building those bridges. The Physics is probably easy , once nailed, the engineering part is another thing that goes through it's iterative loops.In the latest Gen 3 , 3+ and Gen 4 reactors, much of this are addressed and the emphasis is on passive safety, unlike the Gen 1 and Gen 2 designs."
32,Suppiah,15 Mar 2011 21:13 ,"Thanks...I am just worried about the fallout of this episode on nuclear energy... every $ we pay for oil comes to bite us back through terrorism and  arrogant behaviour by the oil enriched mullahs to our west. Hope the industry survives, learns and prospers."
33,SwamyG,15 Mar 2011 21:20 ,"I think the evacuation should have been done little earlier, just as a precaution and not have waited till this moment."
34,shiv,15 Mar 2011 21:27 ,"Suppiah wrote:Thanks...I am just worried about the fallout of this episode on nuclear energy... every $ we pay for oil comes to bite us back through terrorism and  arrogant behaviour by the oil enriched mullahs to our west. Hope the industry survives, learns and prospers.The industry will survive, learn and prosper. Of that I am sure."
35,Vikas,15 Mar 2011 21:33 ,"Vina ji, Japanese may be the greatest nation on the earth but like all Financial products, past performance is no indicator for future performance. So I am not 400% sure if it would be easy for them to get out of this tragedy both financially and emotionally especially with aging population and decaying economy. Although I wish them all the best, but this may turn out to be the proverbial last straw on camels back."
36,Suppiah,15 Mar 2011 21:38 ,"I think this whole ageing population decaying economy theme has been overblown to crazy proportions. A population drop in overcrowded Japan is not necessarily a bad thing. Furthermore, even if it stays the same or declines for next 30 years, Japan would still be way ahead of most Asian countries, china included in terms of per-capita income, affluence etc.Most economists and stock market analysts want an economy to keep growing at 8% forever or they call it decline. That is a bit like parents expecting kids to keep growing like a 2 year old. In terms of absolute size Japan is still huge...you can sell more advanced products or services in Yokohama than you could in all of Indonesia or Philippines or Thailand perhaps all of them put together."
37,Amber G.,15 Mar 2011 21:50 ,"Acharya wrote:...Add up these dates and you get 9/11/01 + 3/10/11 = 12/21/12 the day﻿ the world is supposed to end. Acharyaji - Shouldn't the calculation be:9/11/2001+12/21/2011 = 12/21/4012 ?Or should we take the gatkali (start of present kali yuga).. the years are 6001 and 6011 so we would wait till 12012In either case we are safe for a few thousand years..(Besides astronomers say that in yr 12011 gatkali agastya will be our south pole star so agastya muni will save the world)....(In another news, last heard on TV about the ""third NUCLEAR explosion"" and some one's calculation that 5280 miles divided by 20 miles/hour = 11 days was reported as it will take 11 days for radiation to reach US west coast   )"
38,Suppiah,15 Mar 2011 21:50 ,http://bellum.stanfordreview.org/?p=3142The Kamikaze spirit of Japanese shines thru....if it were India the CPM controlled union would declare strike for wage increase...
39,Purush,15 Mar 2011 21:59 ,http://www.seattledogspot.com/2011/03/1 ... -reunited/2 survivors 
40,Purush,15 Mar 2011 22:07 ,"Let us not score self-goals for no reason. There are many things wrong with the Indian system, but we can appreciate/observe the japanese relief efforts without denigrating our own people at this time.Despite the presence of honorary packees in our midst, India also has lots of brave/selfless people who will put themselves in harms way for their fellow citizens, regardless of political affiliation."
41,ramana,15 Mar 2011 22:28 ,"From AmberG's post in other thread the Torus failed in one of the plants. ""Vital component under the containment vessel."" Containment vessel is the Reactor Pressure vessel. If that happened the plant floor would flood. The key is to keep puming water to cool the core.A Chinese saying goes"" Calling thngs by right name is begining of wisdom!""The plants are BWRs and not PWRs. They are GE origin. France makes PWRs under US license and now their own technology.So France can contribute technically just as much as Malawi to this issue."
42,A_Gupta,15 Mar 2011 22:29 ,"Suppiah wrote:http://bellum.stanfordreview.org/?p=3142The Kamikaze spirit of Japanese shines thru....if it were India the CPM controlled union would declare strike for wage increase...One report coming out of the nuclear engineering community in Japan and Far East Asia is that the Tokyo Electric Power Company (TEPCO) has discussed, internally, what needs to be done to prevent the last reactor from having a full meltdown. According to the story, they have a list of volunteers within TEPCO willing to go on-site with HAZMAT gear to try and work on separating fuel elements. TEPCO is reportedly refusing to accept volunteers under the age of 50, or who have small children as dependents. The reason for this is that the risk of developing cancer as a result of this kind of work is extremely high. We cannot confirm these rumors, but we encourage major media with resources on the ground to verify this if they can.We call to mind the words of George Patton in 1947: “All men are frightened. The more intelligent they are, the more they are frightened. The courageous man is the man who forces himself, in spite of his fear, to carry on.”If such a time comes, may we be infused with the same spirit."
43,ramana,15 Mar 2011 22:38 ,"I don't uderstand that story. The fuel rods are in a grid at the top of the Reactor Pressure Vessel (RPV). To take them out after lifting the reactor lid needs a crane. The crane is at the top of the ctmt bldg. Its polar crane, means it travels on a circular track. To enter the ctmt bldg there are small man access doors in addition to the main large door/hatch.And if you take them out they will melt due to decay heat. Hence stored in spent fuel pool using the polar crane. So how do you physically separate them?Looks like another BS story about model people. Its true that rad hazard work is not for young people due to medical reasons."
44,Amber G.,15 Mar 2011 22:57 ,"FWIW: Here is brief summary/update wrt to nuclear power plants .. from what  seems to be fairly reliable source-http://www.world-nuclear-news.org- Concern is growing for cooling ponds at plant 4,5,6.  ( were closed for maintenance  (weeks/months)  before the earthquakes but as pointed out before cooling process is a long process)-confirmed damage  to Fukushima Daiichi 2-Torus, Containment shows 'no change' - Radiation levels on the edge of the plant compound briefly spiked at 8 milliSv per hour but later fell to about a third that.Radiation - (Bade gave figures of 400 mSv /(per hour ?) in other post)Plant sites between 3/4 - peek reached to about 400 mSv/Hr.. very localdropped to about 11.9 mSV/Hr and dropped to 0.6 mv/hr 6 hours later)(For perspective LD50  (dose which will kill 50% of the people in 60 days, if not treated) is something like 3000-4000 mSv, less than 1000 mSV has no/negligible immediate effect ) -Almost all people living within 20 kilometres of the plant have already been evacuated and supplied with potassium-iodide pills that will protect them effectively against the effects of iodine-131 that could conceivably be emitted in the future. The pills saturate the thyroid gland and prevent the radioactive iodine-131 from being absorbed, dramatically reducing the risk of thyroid cancers, which are the major potential health effect from the possible progression of the accident.- 30 Km  - stay inside warning issued some time ago.- (per IAEA)  150 people from around the site have been monitored. The results of some people have been reported and 23 have undergone decontamination-Containment  container:  - TEPCO  has evacuated all non-essential personnel from the unit. Fifty of the company's engineers remain to pump seawater into the reactor pressure vessel in an effort to cool it.- (per Tepco -  5pm local time) primary containment vessel around the reactor and secondary containment provided by the reactor building ""show no significant change.""Fire at unit 4, concern for fuel ponds confirmation of  fire burning at unit 4, ( This reactor was closed for periodic inspections when the earthquake and tsunami hit, therefore did not undergo a rapid and sudden shutdown. It was of course violently shaken and subject to the tsunami) Fire fighters noticed ""sign of leakage"".( ""but we have found out the fuel is not causing the fire."") The fire is now reported extinguished. IAEA confirms - fire had taken place in the used fuel storage pool. The Japan Atomic Industry Forum's status report said the water was being supplied to make up for low levels) (BTW, used fuel in cooling ponds require water covering to remove the decay heat (though less after weeks, but still need water)- on one hand it has much bigger area/volume ( than active reactor) to keep it cool but it does contain much much more substance 100s (if not more) tons of fuel so there is lot of heat)-JAIF reporting  that temperatures in the cooling ponds at units 5 and 6 are increasing!FWIW my (shared by many) perspective -(NES Level 4 Accident means) Plant is safe (for all practical purposes)  and will remain safe except  local consequences .. bad for the company that owns the plant, people hurt/killed in blasts,  but not for anyone else...).. No radiation related deaths aka Chernobyl. - The radiation leaks (Sea water steam has to be vented before you fill it with fresh sea water) short lived isotopes (eg N) will not be (practically speaking)  of any hazard, Cs, Iodine (because the some core is exposed to sea water) will need local evacuations etc- Years of cleaning up (treatment of seawater, other water in tanks etc to remove/treat Cs etc from it etc)...dismantling of reactor core  (sending it to a processing facility etc)..but after 9.0 earth quake, a small part in the whole scheme."
45,Lalmohan,15 Mar 2011 23:03 ,"i read that Caesium and Iodine isotopes have very short half lives, and if washed out to sea will die out quickly and not pose a threat... is that correct?"
46,Sanku,15 Mar 2011 23:05 ,"From BBC tweetshttp://twitter.com/BBCBreakingEuropean Energy Commissioner Guenther Oettinger: Tokyo has lost almost all control of events at #Fukushima #nuclear plant, from AFP I think ""things are not as bad as they look"" is not quite appropriate"
47,sanjaykumar,15 Mar 2011 23:07 ,"In terms of absolute size Japan is still huge...you can sell more advanced products or services in Yokohama than you could in all of Indonesia or Philippines or Thailand perhaps all of them put together.yeah Tokyo is more economically productive than Canada, Australia, Britain put together.My worry is fallout over Tokyo. And would 'sophisticated' consumers want to buy Japanese lest it be 'hot'?"
48,SureshP,15 Mar 2011 23:09 ,"Fukushima reactors are BWR-3 (460MW) design for No 1,  BWR-4 (784MW) for No 2-5 and BWR-5 (1,100MW) for No 6. First construction began in 1967 and no 6 in 1973. A 3d cutaway of BWR reactorA block image"
49,ramana,15 Mar 2011 23:12 ,Good graphic that explains the whole process.
50,sanjaykumar,15 Mar 2011 23:15 ,http://timesofindia.indiatimes.com/indi ... 712629.cmsIndia keeping a close eye on food item imports from Japan
51,SureshP,15 Mar 2011 23:16 ,It should be POINTED OUT that the radiation level from the exposed nuclear fuel rods within the containment vessel WILL DROP BY A FACTOR OF 10 WITHIN 1 WEEK as long as cooling can be maintained for that period of time. This will happen naturally.
52,ramana,15 Mar 2011 23:19 ,What food items does India import from Japan?
53,Amber G.,15 Mar 2011 23:22 ,"Ramana - Long ago (mid 70's?) I visited Nine Mile Point (in upstate NY, GE- BWR in some way similar to the Japan's) (I remember this because some elementary school kids  were also having a tour of the facilities and I had a good conversation with them).. heard that last week there was 'electric malfunction' and  there were sirens going on (all turned out to be okay)"
54,ramana,15 Mar 2011 23:32 ,Yes I know Nine mile Point very well. Oswego?It must be NMP-1 as NMP-2 came about in 80s. Its a different BWR than the ones in toruble now. Its a Mark 3 containment with concrete pool instead of the metal torus.Electric malfunctions are normal due to line tripping. These are planned for events. It causes a transient in shutting down the plant. So these type led to thermal cycling and hence fatigue loads.
55,Sanku,16 Mar 2011 00:09 ,"TEPCO seems to have a long and shady history of ""face"" saving actionshttp://timshorrock.com/?p=1113In 2002, Tokyo Electric Co. admitted to falsifying its records of nuclear inspections and hiding the facts for more than a decade. Ironically, the information came from a whistleblower at GE, which helped build the plants and has contracted with TEPCO on operational matters for decades.Karma is indeed a female dog, and she does not care for face."
56,Amber G.,16 Mar 2011 01:11 ,"ramana wrote:What food items does India import from Japan?Don't know but an ordinary banana sold in  India (or US ), is radioactive (primarily due to K-40). IIRC (from an exercise I once gave to my nuclear physics class) radiation exposure for a typical human in US (or India) due to all the nuclear power plants,  (in a  year)  is less than the amount of radiation dose one gets  by eating one banana per year.  ..(edited later: cleaned up for clarity) Of course - for cancer risk , 1cigarette = about 2000  bananas For perspective,  after Three mile island accident, local milk (with Iodine) tested was  about 1/75 Bed (banana equivalent dose) per glass (IOW eating 75 bananas would give you same amount of radiation as 1 glass of tainted locall milk).. Chernobyl was bad, even mushrooms grown in Europe had 2000 bed/Kg (of radioactive Cs).. (Wine made around 1986(:) still contain higher level of radioactive isotopes because of grapes grown around those years)Just to wanted to put the silliness in that newspaper story in perspective.(Just in case you want to know   1 bed = about  .01 mrem )Added later: for those who want a reference, just look for 'banana equivalent dose' eg: http://enochthered.wordpress.com/category/banana-dose/(This gives 1 bed = .005 mrem -- depends on size i am sure..)or http://www.ehs.unr.edu/Documents/RadSafety.pdf(This has my value of .01 mrem) "
57,ramana,16 Mar 2011 01:18 ,We should call the bed as AmberG number of radiation exposure!
58,Amber G.,16 Mar 2011 01:23 ,"^^^ bed is actually fairly commonly used (at least among  some physicists and student population in  MIT etc..)  along with units like ""smoot"" for length etc.  (even google calculator has  some of these units)"
59,astal,16 Mar 2011 01:28 ,"AmberG,Thank you for the continuous flow of information.(Edited rest of this post is superfluous)"
60,Bade,16 Mar 2011 01:37 ,"Nice posts here and a new thread ! AmberG, I was quoting news reports (NHK) when they mentioned 400 milli Sv (mSv), and assumed it was as measured within an hour or so of the event. Wiki has nice compilation.# Cosmic radiation (from sky) at sea level = 0.24 mSv/year[1]# Terrestrial radiation (from ground) = 0.28 mSv/year[1]#Typical individual's natural background radiation: 2 mSv/year; 1.5 mSv/year for Australians, 3 mSv/year for Americans[3]# Background radiation in parts of Iran, India and Europe: 50 mSv/year[3]# Lowest clearly carcinogenic level: 100 mSv/year[3]# Criterion for relocation after Chernobyl disaster: 350 mSv/lifetime[3]# Highest recorded radiation outside Fukushima I Nuclear Power Plant: 400 mSv per hour.http://en.wikipedia.org/wiki/SievertWhy is the background rates high over Asia/Europe ?"
