,user,date,comment
10,rsingh,11 Oct 2013 22:02 ,Just heard..............Durga Maa has come on boat this year.
11,Sagar G,11 Oct 2013 22:05 ,saravana wrote:WTF is this  
12,Lilo,11 Oct 2013 22:07 ,"Re:Suraj in AP thread , just a rough background Kalingapatnam, the place the cyclone is expected to make land is 25 km from Srikakulam (district HQ of Srikakulam dist)The place itself is just a fishing village / town - with a good beach which is why its good place to go on weekends.The govt hospital itself was recently made into a teaching college (RIMS srikakulam) a 300 bed hospital - don't expect much infra - in form of quality roads etc as Srikakulam is one of the most poorly developed dist s of AP - just a couple of notches higher than that of kbk region nearby in Orissa.Lot of paddy (watertable is quite high) , cashew etc - in red soil - so the population density in the hilly tracts is low and the plains (paddy growing) areas is as high as rest of the AP paddy belts (these high pop areas will be near the coast as expected) - compared to the interior eastern ghats mostly lying parallel and intermittently juttting near to the coast and then running away from the coast. There are two rivers side by side in the region.Vamsadhara river meets ocean near kalingapatnam and is the most likely to experience huge storm surge - and biggest danger of catastrophic flooding.The Nagavali river flows through the Srikakulam town - the storm surge from the cyclone is again a big danger as the town is quite densely populated.Few buildings are good enough(as in rest of Indian towns) here to with stand >150 mph winds though - so I pray almighty that the eye will be nowhere near the densely populated towns.Tribal agency settlements abound - infra and people are quite backward here with bad access to urban areas - and will be totally cut off from the rest - especially in the current conditions.AP government has also announced two emergency control room numbers - 08942 240557 and 9652838191 in Srikakulam district, while a toll free number 180042500002 was announced as the Phailin emergency numberlist of hospital numbers and addresses in Srikakulam town http://srikakulamonline.co.in/Srikakula ... itals.aspxKey contacts of Srikakulam govt departmentshttp://www.srikakulamcollectorate.com/S ... tacts.aspx10 Oct 20131051 :Cyclone Phailin- Damage Expected- 1. Extension damage to Kutcha house. 2. Disruption of power communication lines. 3. Disruption of rail and road traffic. 4. Potential threat from flying debris. 5. Flooding of escape routes. 6. Expensive damage to agricultural crops. ACTION Required- 1. Fishermen to return to coast and not to venture into sea. 2. People to stay indoors from 11th afternoon till 13th morning. 3. Evacuation of Fishermen -- Collector, Srikakulam09 Oct 20131007 :""Rapid Response Teams have been formed in the Medical and Health Department in SRIKAKULAM District in all the 18 Health Clusters. This has been done in view of the prevailing seasonal conditions to control epidemics and provide immediate response and relief for public health related emergencies.""Composition of Rapid response team on health and epidemics in Srikakulam - wrt Impending floodinghttp://www.srikakulamcollectorate.com/N ... 0Team.xlsx"
13,chaanakya,11 Oct 2013 22:07 ,"Ham radio operators geared up for Cyclone PhailinHYDERABAD: Ham radio operators have swung into action gearing up to offer their services for communication with the dangerous threat of Cyclone Phailin looming large.Two amateur radio operators — experts who have rendered their services in several disasters in the country and abroad over the years — are rushing to Odisha. The National Institute of Amateur Radio (NIAR) which was set up with the initiative taken by Rajiv Gandhi in 1983 has trained several ham radio operators so far in the country.In Odisha, as many as 200 trained ham radio operators have been put on alert to rise to the occasion. Ham radio operators help in rescue operations when other means of communications may or may not be working. ""Ham volunteers not only in Odisha, but all over the country have been asked to be available if their services are needed. As many as 40 have already volunteers have offered to go to any place if needed,"" NIAR director S Ram Mohan told The Times of India.For now VU2JOS Jose Jacob and VU2MCW Mukesh Kumar Gola will reach Odisha by Saturday. ""Since the training for the ham operators in Odisha has been given over the years, the job would mainly be to see that there are no technical glitches,"" Ram Mohan said.The amateur radio operators from NIAR had helped the Odisha government in critical times when the state was hit by the super cyclone in 1999. Even when the chief minister's residence was without power supply and all telecommunications had got cut, ham radio operators came to the rescue helping the state be in contact with the outside world.Following the help that was rendered the government took steps to get as many as 200 ham radio operators trained so that they can be depended upon for communication during rescue operations.Following the alert about Cyclone Phailin, the Odisha state government got in touch with NIAR, Hyderabad to alert the entire network of ham radio operators and participate in the operations that may have to be taken up. ""We have eight stations which have been put on active alert while there are 28 stations which are there as back-up at various places in the country,"" Ram Mohan said.Usually during a disaster, Ham radio operators who pitch tent at different places share information over the radio so that rescue operations can be carried out.""Right now, our concentration is on Pradip Port. The amateur radio network is being activated to be of assistance at the right place if the cyclone hits the area,"" Ram Mohan said."
14,Theo_Fidel,11 Oct 2013 22:19 ,"Suraj wrote:Preparations so far look quite good. I hope the aftermath is much more positive than the 1999 supercyclone.Even in 1999 many thousands were evacuated. The problem is folks on ground don't take it seriously and stay behind to protect belongings. These were the ones who caused the 10,000 plus casualties last time. Army is forcibly removing folks this time. The only way to do this IMHO. And impose a curfew with shoot on sight to prevent looting."
15,harbans,11 Oct 2013 22:21 ,
16,Comer,11 Oct 2013 22:26 ,Couple of guys in Orissa are live tweetinghttps://twitter.com/debabrata2008https://twitter.com/deba1602Going by their tweets the Govt seems to be well prepared.
17,KJo,11 Oct 2013 22:27 ,It's like a Sudarshana Chakra 
18,Satya_anveshi,11 Oct 2013 22:43 ,">>>Odisha government set a target of “zero casualty” and ordered speedy evacuation of people in low-lying areas in seven coastal districts which is home to lakhs of people.I hope same holds true for AP.This is the way to go. I hope and pray they succeed and if they do, they need to be recognized and rewarded generously."
19,saip,11 Oct 2013 23:02 ,"Theo_Fidel wrote:Suraj wrote:Preparations so far look quite good. I hope the aftermath is much more positive than the 1999 supercyclone.Even in 1999 many thousands were evacuated. The problem is folks on ground don't take it seriously and stay behind to protect belongings. These were the ones who caused the 10,000 plus casualties last time. Army is forcibly removing folks this time. The only way to do this IMHO. And impose a curfew with shoot on sight to prevent looting.I am happy that the Army is forcibly evacuating people.  People have very short memories and think they can ride out the storm."
20,kmkraoind,11 Oct 2013 23:08 ,"K. C. Singh ‏@ambkcsingh 11 Oct: @chirag Interesting, now Sani(Saturn)& Rahu conjunct in Tula(Libra). Last so in 1864/65, when cyclone hit Calcutta Oct1864 killing 70,000."
21,Vikas,11 Oct 2013 23:22 ,This looks like a monster. There will be devastation and deaths but I hope it would be minimum. The path of cyclone is heavily inhabited by people who are poor and have no means to escape this storm.
22,Lilo,11 Oct 2013 23:28 ,"Hope the experience of below comes in handy wrt Srikakulam27 Apr 2013Revenue :Conducted Mock-Eercises On Cyclone Disaster Under The Chairmanship Of Collector, Srikakulam And Under The Supervision Of Major General VK Dutta26 Apr 2013Revenue :Conducted Table Top Exercises On Cyclone Disaster Under The Chairmanship Of Collector, Srikakulam And Under The Supervision Of Major General VK Dutta"
23,Theo_Fidel,11 Oct 2013 23:30 ,"In 1999 it was lost in the background but many thousands died from inland flooding, in one case 150 kms inland. Some areas received 30-40 cm of rain in 24 hours! The storm surge was about 30 feet and killed people as far as 20 km in land."
24,harbans,11 Oct 2013 23:33 ,http://www.gdacs.org/Cyclones/report.as ... enttype=TC
25,Lilo,11 Oct 2013 23:55 ,"The Chief Minister Mr N Kiran Kumar Reddy put all departments on high alert in view of the cyclone threat over the North Andhra Pradesh and Odisha Coast.All district collectors have been provided satellite phones so that they could remain in touch with the government and mobile service providers were asked to ensure that towers are repaired immediately in case of damage.Contol Room Numbers:West Godavari/ Eluru: 08812 230617East Godavari/ Amalapuram division: 08856 2 33100Guntur/ Tenali:  08644 223800Nellore : 1800 425 2499, 08612 331477Srikakulam:  08942 240557, 9652838191Prakasham: 08592 281400Revenue Department : 040-23456005/23451034,Fax No.040-23451819."
26,ramana,12 Oct 2013 01:04 ,Looks like DRDO missile test station at Chandipur is in the eye of the cyclone.
27,saip,12 Oct 2013 01:30 ,Any websites/organizations (in the USA) accepting donations?
28,Theo_Fidel,12 Oct 2013 02:12 ,"Critical districts in Odisha with their population counts.Code: Select allCode   District   Headquarters   Population(2001 Census)   Population(2011 Census)                        Area (km²)                      Density in2011 (/km²)GN   Ganjam   Chhatrapur         3,130,635                           3,529,031                             8,206            430.1KH   Khordha   Bhubaneswar      1,877,395                           2,251,673                              2,813            800.5PU   Puri   Puri                   1,502,682                           1,698,730                              3,479           488.3"
29,Mort Walker,12 Oct 2013 02:53 ,It appears land fall is going to be between the border of AP and Odisha.  Rain and flooding are going to be a problem all the way to central India.  Too much rain already.Cyclones also spawn tornadoes in land which will also be a concern.
30,RamaY,12 Oct 2013 02:58 ,"saip wrote:Any websites/organizations (in the USA) accepting donations?Please wait sir. We need to coordinate the help based on the impacted area.For now, I have asked my family to stock some rice and stuff so we can arrange food etc items to the impacted areas."
31,Gagan,12 Oct 2013 03:32 ,"ramana wrote:Looks like DRDO missile test station at Chandipur is in the eye of the cyclone.Not Quite Ramana-ji,The cities and towns very close to the land fall are, Gopalpur, Koraput, Konark Sun Temple, Vizag. Gopalpur and Vizag are Major ports, Gopalpur has the Tata and the Posco ill fated plants. Gopalpur port has been smashed several times in the past.HAL has its Aero Engine manufacturing facility at Koraput.DRDO's Swordfish Radar, which they use for all the missile launches, are directly in the path.What is more worrisome is that India plans to locate two huge nuclear plant complexes in this very area at - Srikakulam and Pati Sonapur (pretty close to Gopalpur).But the ITR Chandipur and Wheeler island are about 300 + Kms away from the eye of the storm"
32,Gagan,12 Oct 2013 03:35 ,"The closest airports are Vizag, AP; Bhubaneshwar and Cuttack, Orrisa. The IAF has detachments at all three airports and they will be flying out sorties afterwards for relief and rescue. Vizag and Cuttack are major IAF bases."
33,Amber G.,12 Oct 2013 03:43 ,"Harbans,Thanks for this thread. Let us keep important information flowing. I am very concerned.  A Category 5 hurricane heading directly at the homes of millions.From Accuweather: Destructive winds well over 160 kph (100 mph) and flooding rain of at least 100-200 mm (4-8 inches) is expected across a wide area. There will be a crippling storm surge of 4-6 meters (14-20 feet), as well as wind gusts to 250 kph, near the landfall point of Phailin which is expected across northeastern India on Saturday.Anyone residing in the states of Orissa or eastern Andhra Pradesh is encouraged to take proper precautions and prepare for life-threatening conditions.At present: Phalin is packing winds sustained at 260 kph (160 mph) with gusts to 320 kph (200 mph)...Phailin has the potential maintain Category 5 intensify until the point of landfall. If that is the case, the impacts will be catastrophic.The areas expected to be thrashed by Phailan this weekend, specifically in an area from the cities of Visakhapatnam to Brahmapur is home to millions of people.After making landfall in northeastern India on Saturday, Phailin will track northwestward through interior India and weaken Sunday into Monday, where heavy rain will continue to cause flooding and even mudslides through Monday.>>>Looks as bad as 1999..(There was one almost on this  day in 1741 which killed about 300,000 people, and counted as one of world's worst)"
34,Amber G.,12 Oct 2013 04:01 ,From NOAA:
35,ramana,12 Oct 2013 04:04 ,Last time Charbatia got flooded and some planes were lost.Really nuts to locate nuke power plants in cyclone area. US has some rules about that.I had to work in that area of expertise in my early career.
36,Bade,12 Oct 2013 04:48 ,This is for reference to the earlier one. Not sure if this one is any weaker to the 1999 one as claimed by IMD.
37,disha,12 Oct 2013 04:50 ,"Theo_Fidel wrote:Suraj wrote:Preparations so far look quite good. I hope the aftermath is much more positive than the 1999 supercyclone.Even in 1999 many thousands were evacuated. The problem is folks on ground don't take it seriously and stay behind to protect belongings. These were the ones who caused the 10,000 plus casualties last time. Army is forcibly removing folks this time. The only way to do this IMHO. And impose a curfew with shoot on sight to prevent looting.In 1999, the government evacuated itself. The local Orissa government officials saved their lives first and ran away leaving the population clueless. For eg. there was a report of a pregnant lady giving birth on a tree and rescued after 3-4 days. Uses her teeth to cut the umbilical cord of the baby to prevent infection reaching the baby. Imagine that. And why, the staff of the government hospital ran away.So yeah folks on ground do not take it seriously! What can they do when the government itself runs away!I am just praying here for the folks in Odisha and AP. And then open up your purses to help the needy."
38,JwalaMukhi,12 Oct 2013 05:05 ,"Lilo wrote:The Chief Minister Mr N Kiran Kumar Reddy put all departments on high alert in view of the cyclone threat over the North Andhra Pradesh and Odisha Coast.All district collectors have been provided satellite phones so that they could remain in touch with the government and mobile service providers were asked to ensure that towers are repaired immediately in case of damage.Contol Room Numbers:West Godavari/ Eluru: 08812 230617East Godavari/ Amalapuram division: 08856 2 33100Guntur/ Tenali:  08644 223800Nellore : 1800 425 2499, 08612 331477Srikakulam:  08942 240557, 9652838191Prakasham: 08592 281400Revenue Department : 040-23456005/23451034,Fax No.040-23451819.The telephone numbers need to be streamlined.  Conducting memory test should be for useless tv shows and such.  The emergency numbers should be simple to remember and permanent."
39,disha,12 Oct 2013 05:07 ,"In Orissa if you do not find a government shelter, head for the temples - that is debasthals.http://www.rediff.com/news/1999/nov/11storm.htm"
40,Amber G.,12 Oct 2013 06:18 ,I see reports  that it is now officially the strongest storm ever measured in the Indian Ocean.Below the storm’s core as it approaches the coastline. This is the view from India’s Kalpana weather satellite:Also:Cyclone Phailin is barreling towards one of India’s most volatile areas
41,nawabs,12 Oct 2013 06:45 ,Tracking the Cyclone : http://google.org/crisismap/2013-phailin
42,Theo_Fidel,12 Oct 2013 07:09 ,Thanx for that nawabs.Current wind speed just 50 km out to sea is 145 knots. That is simply incredible. We should keep an eye on it. These cyclones have a nasty tendency to meander along the coast.Looks like a direct strike on Brahmapur. Casualties likely.
43,Philip,12 Oct 2013 07:17 ,"From Vizag to our installations in Orissa,missile launching sites will all be vulnerable to this powerhouse of nature.I was in Vizag not too long ago and the vulnerability of the buildings along the coastal road is enormous ,where the depth of beach is a pittance ,barely 9m+ deep,when compared with Madras' famous Marina Beach hundreds of metres deep.The only silver lining is that there has been adequate time to warn and evacuate those most endangered by its route.The entire coastal belt from N.AP to Orissa is going to bear the brunt of the cyclone.One prays for the safety of those at risk."
44,disha,12 Oct 2013 07:19 ,It is officially a CAT 5 Cyclone now on Saffir-Simpson Hurricane Wind Index.Of course per IMD it is now a super-cyclone. Given the size and the intensity this is literally Mahisasura mardini coming our way.
45,Theo_Fidel,12 Oct 2013 07:21 ,"BTW this is the central control room number for Odisha. Please there is no Orissa in India, use the correct name.Helpline number: Odisha Central Control Room 0674-2534177"
46,Satya_anveshi,12 Oct 2013 07:36 ,Vizag's DM speaking on preparations.
47,Satya_anveshi,12 Oct 2013 07:44 ,Here is some evidence of rudimentary preparations but much more can and need to be done.
48,Comer,12 Oct 2013 08:01 ,This is pretty neat. AP govt's shelter information with occupied status:http://disastermanagement.ap.gov.in/web ... elters.htm
49,nawabs,12 Oct 2013 08:36 ,"http://www.wunderground.com/blog/JeffMa ... rynum=25491999 Odisha Cyclone That terrible storm hit Northeast India in the Indian state of Odisha (formerly called Orissa) near the city of Bhubaneswar, as a Category 4 storm with 155 mph winds on October 29, 1999. The mighty cyclone, which peaked at Category 5 strength with 160 mph winds and a 912 mb central pressure shortly before landfall, drove a storm surge of 26 feet (8 meters) onto the coast. The storm stalled just inland, dumping torrential rains on portions of India already saturated from the landfall of Category 4 Tropical Cyclone 04B just twelve days before. The catastrophe killed 9,658 people and left $2.5 billion in damage (1999 dollars), India's most expensive and fourth deadliest tropical cyclone in the past 100 years. Although Phailin is expected to hit the same province of India that the great 1999 Odisha Cyclone hit, Phailin's landfall location is predicted to fall about 100 miles farther to the south, in a region where the coast is not as low-lying. This should keep the death toll due to storm surge much lower compared to the 1999 Odisha Cyclone, where more than 70% of the deaths occurred due to the storm surge. The latest storm surge forecast from IMD  predicts a peak surge under 3', but this is much too low, considering Phailin's recent round of rapid intensification. Phailin's heavy rains will be capable of causing great destruction, as did the rains from the 1999 Odisha cyclone. More than 2,000 of the deaths from that storm occurred due to fresh water flooding in the town of Padmapur, located more than 150 miles from the coast. Deforestation was cited as a contributing cause to these destructive floods that killed 36% of the town's population. "
