,user,date,comment
24,arshyam,02 Dec 2015 22:05 ,"Some more useful SM links:Info:https://twitter.com/hashtag/ChennaiRainsFor offerring and availing help, please use this:https://twitter.com/hashtag/ChennaiRainsHelphttp://www.thehindu.com/chennai-rains-help/Latest status:- Bridges over rivers are best avoided.- Saidapet bridge over Adyar is under water- Chennai airport closed till Dec 6 (or till flood waters recede by draining into the Adyar, which flows near the airport)- SG has asked companies to declare holiday for the next two days- A good part of the city is without power as a precautionary measure, since most places have underground cables and the soaking increases the chances of short circuiting- Some arterial roads are open, PH road and Inner ring road from Vadapalani to PH Road junction at Koyambedu. Buses are running in these stretches.- BSNL has declared free local calls for this week- Sathyam theatres, Phoenix mall at Velachery and a few wedding halls have thrown their gates open to accommodate any stranded persons."
25,arshyam,02 Dec 2015 22:07 ,A crowdsourced map of flooded streets: http://osm-in.github.io/flood-map/chennai.html
26,arshyam,02 Dec 2015 22:13 ,
27,arshyam,02 Dec 2015 22:14 ,Mahesh Kumar ‏@maheshkumarse 9m9 minutes agoGST Road from Chromepet to Chengalpet via Tambaram is clear & with zero traffic now... Please spread it for the needy...#ChennaiRains
28,arshyam,02 Dec 2015 22:15 ,From Twitter via SSC:NTL boat Helpline 7708068600Ola boat 7708068600Teynampet 9445190009Alandur 9445190012Valasaravakkam 9445190011Kodambakkam 9445190010Twitter # ChennaiRains 
29,Aditya_V,02 Dec 2015 22:21 ,"No rains for 20 hours, what a relief, wish it stays like this."
30,chetak,02 Dec 2015 22:24 ,"SaiK wrote:I seriously doubt if rediff took a recent pic of INS Airavat. It could be vizag shot or elsewhere. http://news.rediff.com/commentary/2015/ ... pdates.htmclean beach and calm waters??It's not even anywhere near chennai.old photo, for sure"
31,arshyam,02 Dec 2015 22:25 ,"Anna Salai @Saidapet, over the Adyar river. No wonder the airport is flooded, since it is upstream."
32,arshyam,02 Dec 2015 22:28 ,"These buses may look crappy, but they sure as hell don't give up. Kudos to the brave crew who are ferrying people to safety.Source: SSC"
33,arshyam,02 Dec 2015 22:32 ,How very considerateAmrithaa S Punjabi ‏@aspunjabi 3m3 minutes agoChennai airport authorities are asking us to leave the departure lounge in the middle of the night..go where? #chennairainshelp @moca_goi
34,arshyam,02 Dec 2015 22:41 ,"Aditya_V wrote:No rains for 20 hours, what a relief, wish it stays like this.Looks like there is going to be a respite..From IMD Chennai:India Meteorological Department NOWCAST FOR CHENNAIDATE  OF ISSUE : 	02 	12 	2015	TIME OF ISSUE :  	2330 	HOURS 	IST VALID FOR 06 HOURSFROM 2330 HOURS IST TO 0530 HOURS IST OF 03.12.2015 TEMPERATURE 	24-23 	ºCelsiusWIND DIRECTION 	Northwesterly.WIND SPEED 04-06 KMPHWEATHER 	The sky condition would be generally cloudy. Rain or thundershowers would occur, heavy at times.SEVERE WEATHER WARNING 	NilNEXT UPDATE AT 	0530 HOURS IST OF 03.12.2015.http://www.imdchennai.gov.in/nowcast.htm "
35,SaiK,02 Dec 2015 23:09 ,linking the google maps here to get some perspective of the various rivers and lakes.
36,SriKumar,03 Dec 2015 04:33 ,"arshyam wrote:Anna Salai @Saidapet, over the Adyar river. No wonder the airport is flooded, since it is upstream.Unbelievable. The water must be atleast 30 to 40 feet above usual flow level.The airport will be cut off from Saidapet and further down along Mount Road area.I hear S.P. Road is also severely damaged.How is the Kotturpuram bridge? Adayar bridge?"
37,shiv,03 Dec 2015 06:28 ,"UlanBatori wrote:My sympathies to Chennai residents. Wonder if there is any way to route floodwater into places where it will replenish ground water. For much of the year Chennai and much of TN suffers from water shortage. I hear that California has been experimenting with flooding grape and other orchards and letting the water stand until it seeps in, and the initial results per Scientific America are that the grapes have flourished quite well in pilot tests elsewhere. Indian agriculture naturally depends on rain, but perhaps more should be done now, with so much of the surface taken up with construction. I know, I know... bad thing to be discussing while people are drowning, but that is when the rain water is available..OTOH, what does this do to the famously fragrant canals of Chennai I wonder - isn't this an opportunity to demand a good cleanup, following the natural flushing? Floodwater is no fun, I know - it leaves a thick layer of gross mud even where it is not 50% sewage. I had the joy of trying to clean out the crawl space below my house in the past few weeks following a VERY MINOR flooding from rain runoff - and I am not even 10% of the way into it, already suffering from dust ingestion despite masks etc. Seems so EZ until one tries it on one's hands and knees in a 3-foot high space using a flashlight ...    First iteration of cleanup leaves the concrete floor still with a thick layer of mud...These ""200-year deluges"" are becoming more frequent - or more recognized and reported - around the world. So planners and urban managers have to take these into account, and rainwater redirection I hope is part of that.Ulan Batoriji - this topic is close to the heart of any non profit seeking non governmental non landmafia person in any Indian city""Borewell recharging"" or ""rainwater harvesting"" is a demand made of residents of plots exceeding certain area in Bengaluru, Kerala. The former consists of channeling all rainwater into a kiler pit that needs to be at least 30 feet deep - going through the subsoil rock into the ""real"" subsoil water region. Of course sham holes can be dug of lesser depth. Rain water harvesting is a way by which the city corporation can blame residents for flooding. It is a useless exercise for small plots. Pipes get clogged by leaves and overflow with the first rains and stagnant water after the last rain breeds mosquitoes.The real issue is the the city corporation, development and state govt officials of cities like bengaluru and chennai for decades have lined their pockets by encroaching on water bodies and water channels in the form of selling that land to developers.For example Bengaluru had something like 200 lakes - which are saucer shaped depressions in the ground with little channels (""rivers that run only in the rainy season"") that connected up the lakes - so that rainwater first fills the lakes and the channels allow overflow into a more distant lake. In the dry season the lakes maintain the grounddwater levels.What they have done in Bengaluru (and Chennai, I am told) is to sell the lake beds for building and ""development"" and once the lake bed is built over the channels are permanently dry and they can be built over as well. Everyone in the city knows this, but no one has taken the trouble to inform the rainclouds and the water of this little inconvenient fact. The rain continues to collect in the saucer shaped depressions - and floods the buildings there up to several feet. the overflow water - having nowhere else to flow, flows on the roads. Meanwhile the population, having suddenly been exposed to the joys of plastic wrapping on everything simply dump the plastic on local dumps. Those dumps get washed into drains and drains if any, get clogged. Thus we get the modern  Indian city.  Of course I hear that this same model is followed in cities across the world - but that does not concern me.Bengaluru actually has thriving (and some upmarket) residential locations like ""CT bed. CT bed sounds so cute for the techie who has moved in from outside Bengaluru and paid 2 crore for a flat. CT bed is actually ""ChennammaneKere Tank Bed"" 'Chennamma's lake bed"". There are dozens of localities built on lakes in Bangalore and Chennai. The local government bodies who know no planning and who have made loads of money have simply allowed this construction to occur and those areas become lakes once again. There is no easy short term solution. Removal of the corrupt builder-government nexus is necessary, but it is easier said than done"
38,shiv,03 Dec 2015 06:32 ,IAF role in floods and natural disasters. Sadly I have no material on what the navy is doing - the navy is also rendering yeoman service in Chennaihttps://www.youtube.com/watch?v=Nj7IU1a4EMw
39,Sachin,03 Dec 2015 06:38 ,"Heard on HF Net that:-1. Mobile towers are dying out because of no power and batteries draining out.2. More than death it is more of people getting stranded. But around 197 casualties still there.3. Transport badly hit.4. Police VHF radio network fully active, so ""official communication"" channels is working fine. They have close coordination with disaster management teams as well."
40,ldev,03 Dec 2015 06:44 ,"I have heard through friends in Chennai that the unprecedented floods has brought about the menace of snakes in the water, probably trying to escape the water. As if the floods were not enough."
41,ramana,03 Dec 2015 06:58 ,How is IIT Madras campus?
42,arshyam,03 Dec 2015 07:06 ,"ldev wrote:I have heard through friends in Chennai that the unprecedented floods has brought about the menace of snakes in the water, probably trying to escape the water. As if the floods were not enough.Then there were rumours of crocs escaping from the Madras Crocodile Bank. Thankfully, they were only rumours.A bunch of trains have been cancelled:http://www.sr.indianrailways.gov.in/vie ... id=0,4,268The Cooum river at between Nungambakkam and Chetpet stations:"
43,arshyam,03 Dec 2015 07:07 ,"From Twitter:Nandita Iyer ‏@saffrontrail 15m15 minutes agoA document compiling all the Area wise updates -https://docs.google.com/document/d/1V9TraK4_ADSZ2EB_Tuj_KjpToRPEBWQgNI2r_H_aCvQ/preview?pli=1 … #Chennairainshttps://docs.google.com/document/d/1V9T ... view?pli=1This is a very useful crowd sourced doc. For example:CITY-WIDE STATUS UPDATESOnly Airtel phone connections are working. In some areas Airtel connections are down too.No crocodiles have escaped from anywhere.Information about Porur lake being released is NOT trueUpdate-(https://www.facebook.com/hashtag/gudnew ... 2136512922). Information about Porur Lake is false.Chennai airport is closed till Dec 6[neighbourhood - alphabetical]ABHIRAMAPURAM/ALWARPET Water has come in from somewhere around 5.30 a.m IST on 3rd dec. people at around level have moved to higher levels.- had a phone call at 8 a.mADYARInfo from 6:00 AM IST, Dec 3rd, Rains have reduced to a drizzle!ADAMBAKKAMInfo from 3.30 AM IST, Dec 3rd, Rains have reduced to a drizzle!...<snip>"
44,Rony,03 Dec 2015 07:12 ,"In Flooded Chennai, 'Crocodiles Have Escaped' Rumours Are DeniedFish and tadpoles swimming on the first floor of a house in Chennai illustrated chaos in India's fourth largest city, which is flooded after the worst rain in a century.In parts of the city submerged in waist-deep water - or neck-deep in areas like Annanagar - leeches and snakes have become a big worry for residents.In the circumstances, rumours of crocodiles running loose were denied emphatically by the Madras Crocodile Bank Trust.""There have been no escapes. Please don't believe the rumours. All our crocs are accounted for. #safe #rumours,"" tweeted the trust, assuring that its staff was working round the clock to watch the animals.""Safety is our number 1 priority. Please don't spread panic in a city which is reeling with many troubles,"" said the organisation.The trust explained that its security measures are fool-proof. A wall is built all around the crocodile farm.The Chennai zoo is flooded, apparently for the first time ever. Officials were forced to walk four km to reach it. Heavy rain has damaged a 40-year-old wall around the zoo but officials said all animals are safe.There are over 150 animals in the zoo, including 46 endangered species. Officials denied that animals were out of their cages because of the flooding."
45,Comer,03 Dec 2015 07:14 ,ramana wrote:How is IIT Madras campus?Dunno about the campus per se but Kotturpuram has waterlogging and so does area around Madhya Kailash
46,Bade,03 Dec 2015 07:20 ,Earlier there were pics floating around of flooded parts. Hostel zone low lying Madak flooded. So was OAT and the cricket grounds. Not sure if this was last week's event or this week's.
47,arshyam,03 Dec 2015 07:33 ,Please share:Some train services have been restored:vimal‏@srvboys@ChennaiRains Train service started frm Chengelpet to Guduvanchery..and..Sabarinath ‏@Sabariboo 5m5 minutes agoChennai Sub Urban Train Services will function today. #Verified #ChennaiRains #Share @priya_bvniskr @rajeshmdirector @ChennaiRains
48,arshyam,03 Dec 2015 07:42 ,"Apparently, Cuddalore is in an even worse shape. Not much media coverage yet.Meanwhile, something heartening:.Source: Twitter"
49,ShauryaT,03 Dec 2015 07:44 ,shiv wrote:IAF role in floods and natural disasters. Sadly I have no material on what the navy is doing - the navy is also rendering yeoman service in Chennaihttps://www.youtube.com/watch?v=Nj7IU1a4EMwThey certainly are. My relatives were rescued by the IN.
50,arshyam,03 Dec 2015 07:45 ,"Comer wrote:ramana wrote:How is IIT Madras campus?Dunno about the campus per se but Kotturpuram has waterlogging and so does area around Madhya KailashAnd Velachery.Though the campus is quite large with relatively little man-made obstructions, so it should be okay. Also, when compared to Velachery, it is on slight higher ground, so the water will run off into Velachery."
51,member_26535,03 Dec 2015 07:55 ,"Since  disasters of this scale are becoming frequent, we as a country need to invest massively in augmenting capabilities to support large scale rescue and relief - Atleast 1000+ Mi17 type helos, Build another line of - Blackhawk/  NH 90 / our own AMH - Atleast one additional airfield / ALG/ Airport near all large tier 1 population centres - Augment NDRF capabilities manifold.. Numbers, Mobilization, Investment, stocks of material needed, transport capabilities etc etc - disaster management and training to be part of high school curriculum - Massive increase in the transport fleet - Vanilla C130s, Speed up MTA,  A400Ms - Landing docks / Platforms===========Please move it to the right one if this is a wrong thread ================="
52,Bade,03 Dec 2015 08:01 ,This from 16 days ago of iit campus....so must have been bad this week too.More here..https://imgur.com/a/K51uZ
53,arshyam,03 Dec 2015 08:08 ,18 Moments Of Incredible Humanity During The Chennai Rains - BuzzFeed
54,amol,03 Dec 2015 08:16 ,"ramana wrote:How is IIT Madras campus?The campus is flooded. Phone lines are down as is the power. Was supposed to be there yesterday (Wednesday). Everything was clear until Tuesday about noon, including the airport and the roads to the campus, but the water started rising started soon after. Cancelled trip at the last minute, and glad that I did!"
55,member_29247,03 Dec 2015 08:40 ,"This is the time for innovation, what about tethered balloons as cell towers Anybody from HAM club into action.What about good old MW/Sw low power transmitters? Use HAL basant, pushpak like small aircraft ( for endurance) as towers for short duration?Just some thoughtsIs Kalpakam and other Kundanakulam. Ok"
56,Bade,03 Dec 2015 08:56 ,How many will be written off...
57,Singha,03 Dec 2015 09:06 ,"none I think. the water has risen upto the landing gear and not higher. these things are built tough to soak in rain. after a inspection, they will run. but one photo on NDTV showed a executive jet washed away by fast water and lying on its side in the trees."
58,chetak,03 Dec 2015 09:14 ,Bade wrote:How many will be written off...None. Insurance will pay and they will be back to service fairly quickly. Most of them will be leased a/c anyway.
59,SaiK,03 Dec 2015 09:23 ,and check this: http://www.jaffaa.com/wp-content/upload ... papers.jpg
60,SriKumar,03 Dec 2015 09:28 ,"arshyam wrote:A crowdsourced map of flooded streets: http://osm-in.github.io/flood-map/chennai.htmlIs this map even half-way realistic? It shows about 70 % of 'core Chennai' flooded. Teynampet, Royapet and Triplicane seem to be better off."
61,vina,03 Dec 2015 09:29 ,"Mamata Bannerjee and one of her Trinamool MPs had a case of severe verbal incontinence. Mamta said, Modi giving money to TN and not for Bengal (as if money is what Madras needs now).That Yumm Pea went a step further. Stood up in Parliament when the minister was replying, interrupted him , and said that six of his relatives were stuck in Madras Airport and they had gone there to get their ticket invalidated /cancelled, but AI is not giving them a refund/stamping it and this should be fixed on ""priority ""."
62,Singha,03 Dec 2015 09:30 ,^ thats how goon squads operate and TMC is just that.
63,vina,03 Dec 2015 09:34 ,"Singha wrote:^ thats how goon squads operate and TMC is just that.Yeah, that Yum Pea  took to the egregious extreme. I just hope just to spite that dunce, the TN police kick his relatives out of the airport onto the streets and the Yumm Pea can whine further today in Parliament."
64,Sachin,03 Dec 2015 09:59 ,"Spinster wrote:This is the time for innovation, what about tethered balloons as cell towers In India all these cell phone towers also have a DG set fixed near by. Which makes me feel that they require some good amount of electrical power to keep going. So such a cell tower-on air, may not work in India.Anybody from HAM club into action.I am a HAM, and was over-hearing the conversation on High Frequency bands today. 1. Chennai has an active HAM community, and they had also reached out to the government authorities and offered assistance. This was turned down because the state government's own VHF network (mainly police and the fire brigade) are very much active, and they can also easily coordinate with NDRF and other sister-agencies. In TN from what I know even other non-critical departments like state transport have VHF wireless networks.2. Few HAMs are active on HF and VHF (folks who were veterans and had good battery back up systems). For them the biggest challenge is that they cannot move out as their surroundings are flooded. So them collating information, or passing information is now not possible. ----From what I heard, around 8 NDRF battalions are now getting deployed in Chennai. Which also makes wonder, was TN government feeling that they could manage the flood situation ""in house""? And they kind of did not reach out to the Central Government earlier. And kudos to the citizens of Chennai who have been every keen to help each other, without worrying about their own comforts or wallets. My respect for the city has gone up one notch."
65,Philip,03 Dec 2015 10:45 ,"Relief:Various cities I understand have official ""drop points"" for relief material.The material reqd.Milk powder,foodstuffs,clothing-preferably shawls,blankets,sheets,dhotis/lungis.I'm not sure about medicine as waterborne diseases will definitely break out and only the local/central authorities with their med teams will be able to dole out med. relief to the masses.Once again we see local authorities overwhelmed by such a catastrophic disaster and unable to get their act together.Why?Firstly,there should be several regional Disaster Relief centres and teams.The DR central management entity should list out the various types of disasters (earthquakes,floods,landslides,fire,industrial accidents like Bhopal,tsunamis,etc.The zones where earthquakes are prevalent are well known,similarly those coastal areas  vulnerable to cyclones,tsunamis,etc. Relief material reqd. for each disaster should be stored closer to the zones with the regional centres so that they get to the  areas affected asap.One has to anticipate that communications will break down and setting up mobile commns centres as the IA possesses should be the first act.Aerial surveillance,UAVs,etc. will give a picture of the devastation and the DR teams can take iut from there.In the case of Chennai/Madras, the local administration of both DMK/AIADMK regimes are the primary culprits. Old Madras of the '70s and '80s also experienced similar massive rainfall but the damage was less.The heaviest day's rainfall was in '76 (still stands) which I experienced.It rained non-stop for a week.low lying areas next to river banks were flooded,apts. for slum dwellers cut off, helo rescues took place,Sanjay Gandhi flew in as well with Central relief. Every decade or so the same has happened and each time you have one or other of the Dravidian parties in power.have they learnt anything? No.One year during this century I was flying back from Cbo and the city was hit with a massive downpour that in just a few hours paralysed the city.We couldn't land as the airport runway was flooded and the landing was aborted seconds before touchdown.We returned to Cbo and flew in a day later.In the last 20 years,there has been an explosion of development,real estate has run amok in cahoots with politicos,and babus,where many builders are or front for politcos. Madras/Chennai has two principal rivers the snakelike Cooum and the Adyar River.The Adyar River is the defining line between north and south madras/Chennai.The old boundary of south Madras used to be Guindy,where the madras IIT and other ed institutions,Raj Bhavan,the Race Club,Guindy Forest and Deer park are located.Beyond this belt was swampy,low-lying land and waterbodies connecting the Buckingham Canal which runs from Andhra N-South.Once a waterway,today it is a stinking sewage canal.The Old Mahabalipuram Rd. (OMR Rd),has seen the sprawl of the concrete jungle racing southwards cutting off the old drainage channels to the sea.This is why places like Tambaram in the suburbs are also flooded.To add to the misery,the tanks which hold the city's fresh water supplies have filled to the brim and water has been let out into the rivers which has swamped the city! The drainage dates back from the British era in parts of the city.Those still I am told work,while the new ones laid down by the D parties function poorly or not at all or simply aren't' there! How many new layouts and neighbourhoods in the urban sprawl have UG drainage? Along with increased concrete paving on the ground,water has no escape route. Bangalore too has its own share of filled up tanks,etc. This is not a unique problem.All major cities located near rivers and waterbodies will experience such problems due to urban sprawl and poor planning.Global warming,cosmic changes are producing more extreme weather conditions,where rainfall in 24 hrs. at extreme times like these are double. Bombay experienced it some years ago and the same reasons came into play even there. The waters will recede,the summer will be extra hot,Chennai will in the future experience water shortage problems, but unless there is a holistic metro master plan put into effect , a proper sewerage and drainage system put in place and natural water bodies meant to soak up the excess rainfall cleaned and protected from the builders ,history will repeat itself. The eco damage to the city and country is catastrophic. Chennai is the ""Detroit city of India"". Right now it is the ""Drowned city of India"".The big Q is whether the politico-babu-builder nexus in the country will listen to reason.The CM of TN is to conduct an ""aerial review"".Why not a ""boat review""? More relevant to see first hand at ground level what ordinary people are experiencing.She perhaps doesn't want her precious toes getting wet?"
